e1 m-,e1 m+,e1 n-,e1 n+,e1 h-,e1 h+,e2 m-,e2 m+,e2 n-,e2 n+,e2 h-,e2 h+,e3 m-,e3 m+,e3 n-,e3 n+,e3 h-,e3 h+,e4 m-,e4 m+,e4 n-,e4 n+,e4 h-,e4 h+,e5 m-,e5 m+,e5 n-,e5 n+,e5 h-,e5 h+,e6 m-,e6 m+,e6 n-,e6 n+,e6 h-,e6 h+
0.97,1.00,0.00,0.02,-0.02,0.030000000000000027,0.40,0.86,0.11,0.23,-0.09,0.49,0.10,0.34,0.34,0.86,-0.20000000000000007,0.56,0.75,0.81,0.09,0.13,0.05999999999999994,0.16,0.41,0.76,0.15,0.45,-0.21000000000000002,0.44000000000000006,0.64,0.72,0.01,0.26,0.020000000000000018,0.35
0.75,0.94,0.06,0.10,-0.03999999999999995,0.19,0.92,0.96,0.01,0.07,-0.02999999999999997,0.06999999999999997,0.93,0.99,0.01,0.04,-0.029999999999999992,0.05999999999999995,0.29,0.38,0.49,0.69,-0.06999999999999995,0.21999999999999997,0.32,0.83,0.16,0.54,-0.37,0.5199999999999999,0.53,0.99,0.01,0.08,-0.06999999999999999,0.45999999999999996
0.80,0.87,0.06,0.13,0.0,0.13999999999999996,0.95,0.96,0.03,0.03,0.010000000000000037,0.020000000000000046,0.25,0.52,0.18,0.59,-0.10999999999999999,0.5700000000000001,0.53,0.90,0.01,0.13,-0.030000000000000027,0.45999999999999996,0.94,0.99,0.01,0.04,-0.029999999999999992,0.05000000000000005,0.55,0.91,0.00,0.15,-0.060000000000000026,0.44999999999999996
0.09,0.86,0.07,0.59,-0.44999999999999996,0.8400000000000001,0.60,0.82,0.10,0.15,0.030000000000000054,0.30000000000000004,0.09,0.77,0.00,0.80,-0.5700000000000001,0.91,0.14,0.60,0.21,0.83,-0.42999999999999994,0.65,0.22,0.79,0.02,0.76,-0.55,0.76,0.16,0.51,0.27,0.76,-0.27,0.57
0.10,0.79,0.06,0.81,-0.6000000000000001,0.8400000000000001,0.90,0.94,0.06,0.07,-0.009999999999999953,0.03999999999999998,0.27,0.55,0.33,0.37,0.07999999999999996,0.39999999999999997,0.40,0.73,0.11,0.52,-0.25,0.49,0.47,0.92,0.02,0.46,-0.38000000000000006,0.51,0.08,0.43,0.17,0.28,0.29000000000000004,0.75
0.48,0.75,0.03,0.42,-0.16999999999999998,0.49,0.48,0.86,0.09,0.20,-0.06,0.43000000000000005,0.68,0.73,0.11,0.30,-0.02999999999999997,0.20999999999999996,0.71,0.97,0.01,0.22,-0.18999999999999997,0.28,0.98,1.00,0.00,0.02,-0.02,0.020000000000000018,0.70,0.97,0.01,0.23,-0.19999999999999998,0.29000000000000004
0.33,0.55,0.40,0.58,-0.13,0.2699999999999999,0.44,0.64,0.02,0.26,0.09999999999999998,0.54,0.40,0.99,0.00,0.52,-0.51,0.6,0.84,0.89,0.03,0.06,0.04999999999999999,0.13000000000000003,0.57,0.78,0.13,0.36,-0.14,0.30000000000000004,0.53,0.82,0.02,0.20,-0.019999999999999962,0.44999999999999996
0.40,0.57,0.03,0.57,-0.1399999999999999,0.57,0.57,0.73,0.24,0.39,-0.12,0.19000000000000006,0.15,0.50,0.17,0.63,-0.13,0.6799999999999999,0.73,0.74,0.20,0.26,0.0,0.07,0.18,0.82,0.00,0.21,-0.029999999999999943,0.8200000000000001,0.20,0.83,0.01,0.39,-0.21999999999999997,0.79
0.43,0.48,0.13,0.16,0.36,0.44000000000000006,0.23,0.28,0.64,0.77,-0.050000000000000044,0.13,0.98,0.98,0.01,0.01,0.010000000000000018,0.010000000000000018,0.43,0.68,0.26,0.28,0.039999999999999925,0.31000000000000005,0.47,0.82,0.10,0.30,-0.11999999999999994,0.43000000000000005,0.69,0.95,0.02,0.21,-0.15999999999999995,0.29000000000000004
0.06,0.82,0.16,0.48,-0.29999999999999993,0.7799999999999999,0.57,0.92,0.00,0.20,-0.12000000000000005,0.43000000000000005,0.26,0.31,0.47,0.55,0.1399999999999999,0.27,0.91,0.96,0.01,0.02,0.020000000000000035,0.07999999999999997,0.51,0.91,0.07,0.33,-0.24000000000000005,0.42,0.10,0.14,0.53,0.69,0.17000000000000004,0.37
0.04,0.87,0.05,0.53,-0.4,0.9099999999999999,0.03,0.99,0.01,0.03,-0.01999999999999999,0.96,0.93,0.93,0.05,0.07,-5.551115123125783e-17,0.01999999999999995,0.21,0.24,0.12,0.50,0.26,0.67,0.06,0.61,0.27,0.38,0.010000000000000009,0.6699999999999999,0.08,0.45,0.31,0.67,-0.12,0.6100000000000001
0.06,0.18,0.22,0.53,0.29000000000000004,0.72,0.11,0.47,0.16,0.49,0.040000000000000036,0.73,0.99,0.99,0.01,0.01,8.673617379884035e-18,8.673617379884035e-18,0.97,0.97,0.00,0.00,0.030000000000000027,0.030000000000000027,0.25,0.44,0.30,0.43,0.13000000000000006,0.45,0.22,0.72,0.04,0.71,-0.42999999999999994,0.74
0.10,0.14,0.83,0.84,0.020000000000000018,0.07000000000000006,0.71,0.74,0.19,0.20,0.06,0.10000000000000003,0.46,0.77,0.08,0.23,-2.7755575615628914e-17,0.46,0.51,1.00,0.00,0.30,-0.3,0.49,0.01,0.22,0.23,0.73,0.050000000000000044,0.76,0.17,0.33,0.22,0.67,-1.1102230246251565e-16,0.61
0.62,0.63,0.35,0.36,0.010000000000000009,0.030000000000000027,0.54,0.63,0.24,0.41,-0.03999999999999998,0.21999999999999997,0.96,0.97,0.01,0.04,-0.009999999999999974,0.030000000000000034,0.24,0.56,0.43,0.52,-0.08000000000000007,0.33,0.11,0.58,0.32,0.70,-0.2799999999999999,0.5700000000000001,0.20,0.21,0.03,0.07,0.72,0.77
0.30,0.72,0.05,0.33,-0.04999999999999999,0.6499999999999999,0.00,0.82,0.12,0.63,-0.44999999999999996,0.88,0.17,0.17,0.67,0.82,0.010000000000000009,0.15999999999999992,0.76,0.81,0.18,0.23,-0.04000000000000006,0.06,0.66,0.99,0.01,0.16,-0.15,0.32999999999999996,0.32,0.99,0.00,0.57,-0.5599999999999999,0.6799999999999999
0.85,0.91,0.01,0.09,-2.7755575615628914e-17,0.14,0.78,0.94,0.00,0.01,0.05000000000000005,0.21999999999999997,0.47,0.58,0.41,0.44,-0.019999999999999962,0.12000000000000005,0.80,0.82,0.07,0.16,0.020000000000000046,0.12999999999999995,0.42,0.83,0.09,0.33,-0.15999999999999998,0.4900000000000001,0.49,0.74,0.01,0.12,0.14,0.5
0.98,0.98,0.02,0.02,1.734723475976807e-17,1.734723475976807e-17,0.91,0.95,0.04,0.05,4.163336342344337e-17,0.04999999999999997,0.54,0.63,0.01,0.44,-0.07,0.44999999999999996,0.43,0.59,0.36,0.55,-0.14,0.21000000000000008,0.51,0.93,0.04,0.42,-0.35000000000000003,0.45,0.26,0.29,0.53,0.67,0.039999999999999925,0.20999999999999996
0.32,0.97,0.03,0.65,-0.62,0.6499999999999999,0.90,0.99,0.00,0.02,-0.009999999999999992,0.09999999999999998,0.27,0.59,0.04,0.46,-0.04999999999999999,0.69,0.29,0.92,0.05,0.45,-0.37000000000000005,0.6599999999999999,0.38,0.92,0.05,0.41,-0.33,0.57,0.21,0.93,0.00,0.39,-0.32000000000000006,0.79
0.78,0.78,0.18,0.22,-2.7755575615628914e-17,0.03999999999999998,0.99,1.00,0.00,0.01,-0.01,0.010000000000000009,0.40,0.92,0.04,0.46,-0.38000000000000006,0.5599999999999999,0.26,0.30,0.10,0.19,0.51,0.64,0.07,0.43,0.47,0.52,0.050000000000000044,0.45999999999999996,0.15,0.64,0.12,0.81,-0.45000000000000007,0.73
0.93,0.97,0.02,0.03,2.7755575615628914e-17,0.04999999999999995,0.92,0.99,0.00,0.05,-0.039999999999999994,0.07999999999999996,0.21,0.37,0.22,0.48,0.15000000000000002,0.5700000000000001,0.50,0.79,0.11,0.11,0.09999999999999996,0.39,0.05,0.63,0.16,0.52,-0.15000000000000002,0.7899999999999999,0.52,0.66,0.08,0.25,0.08999999999999997,0.39999999999999997
0.33,1.00,0.00,0.37,-0.37,0.6699999999999999,0.86,0.87,0.10,0.10,0.03,0.04000000000000001,0.08,0.34,0.08,0.61,0.04999999999999993,0.8400000000000001,0.13,0.69,0.02,0.21,0.10000000000000006,0.85,0.66,0.75,0.03,0.17,0.07999999999999999,0.30999999999999994,0.40,0.81,0.18,0.25,-0.06000000000000005,0.42
0.14,0.83,0.11,0.77,-0.6,0.75,0.40,0.73,0.17,0.41,-0.13999999999999996,0.42999999999999994,0.53,0.56,0.17,0.32,0.11999999999999994,0.29999999999999993,0.71,0.98,0.02,0.27,-0.25,0.27,0.14,0.31,0.54,0.75,-0.06000000000000005,0.31999999999999995,0.34,0.62,0.38,0.50,-0.12,0.2799999999999999
0.11,0.29,0.66,0.89,-0.18000000000000005,0.22999999999999998,0.92,0.96,0.01,0.06,-0.019999999999999962,0.06999999999999997,0.00,0.94,0.04,0.38,-0.31999999999999995,0.96,0.73,0.93,0.06,0.11,-0.04000000000000005,0.21000000000000002,0.20,0.48,0.38,0.40,0.12,0.42000000000000004,0.62,0.83,0.17,0.31,-0.13999999999999996,0.21
0.97,0.99,0.01,0.03,-0.01999999999999999,0.020000000000000025,0.51,0.92,0.08,0.43,-0.35000000000000003,0.41,0.89,0.97,0.02,0.06,-0.02999999999999997,0.08999999999999998,0.37,0.64,0.13,0.51,-0.15000000000000002,0.5,0.93,0.94,0.06,0.07,-0.009999999999999953,0.009999999999999953,0.30,0.40,0.16,0.27,0.32999999999999996,0.5399999999999999
0.66,1.00,0.00,0.27,-0.27,0.33999999999999997,0.63,0.99,0.01,0.34,-0.33,0.36,0.47,0.55,0.04,0.39,0.05999999999999994,0.49000000000000005,0.83,0.98,0.00,0.09,-0.06999999999999998,0.17000000000000004,0.50,0.73,0.10,0.35,-0.07999999999999996,0.4,0.74,0.74,0.12,0.18,0.08000000000000002,0.14
0.44,0.97,0.02,0.20,-0.16999999999999998,0.54,0.50,0.61,0.16,0.19,0.2,0.33999999999999997,0.26,0.52,0.33,0.34,0.13999999999999996,0.41,0.08,0.20,0.15,0.53,0.27,0.77,0.08,0.57,0.24,0.52,-0.08999999999999997,0.68,0.58,0.67,0.30,0.37,-0.040000000000000036,0.12000000000000005
0.27,0.29,0.49,0.62,0.08999999999999997,0.24,0.01,0.82,0.07,0.20,-0.019999999999999962,0.9199999999999999,0.10,0.17,0.53,0.77,0.05999999999999994,0.37,0.24,0.62,0.29,0.73,-0.35,0.47000000000000003,0.48,0.99,0.00,0.05,-0.039999999999999994,0.52,0.64,0.91,0.04,0.19,-0.10000000000000003,0.32
0.42,0.98,0.01,0.14,-0.12,0.5700000000000001,0.55,0.91,0.01,0.38,-0.29000000000000004,0.43999999999999995,0.17,0.62,0.05,0.19,0.19,0.7799999999999999,0.22,0.52,0.13,0.65,-0.17000000000000004,0.65,0.84,0.85,0.08,0.14,0.010000000000000009,0.08000000000000003,0.81,0.81,0.13,0.15,0.03999999999999995,0.05999999999999994
0.36,0.69,0.19,0.62,-0.30999999999999994,0.45,0.82,0.88,0.11,0.14,-0.020000000000000018,0.07000000000000005,0.96,0.98,0.00,0.01,0.010000000000000018,0.040000000000000036,0.51,0.80,0.05,0.31,-0.11000000000000004,0.44,0.26,0.58,0.29,0.44,-0.019999999999999962,0.45,0.56,0.97,0.02,0.32,-0.29,0.41999999999999993
0.23,0.97,0.01,0.04,-0.009999999999999974,0.76,0.01,0.78,0.15,0.93,-0.7100000000000001,0.84,0.10,0.16,0.01,0.66,0.17999999999999994,0.89,0.50,0.85,0.15,0.26,-0.10999999999999999,0.35,0.31,0.69,0.20,0.30,0.010000000000000064,0.48999999999999994,0.54,0.76,0.04,0.05,0.19,0.42
0.63,0.90,0.04,0.09,0.009999999999999981,0.33,0.57,0.99,0.01,0.31,-0.3,0.42000000000000004,0.65,0.81,0.04,0.10,0.08999999999999994,0.31,0.02,0.13,0.58,0.62,0.25,0.4,0.86,0.97,0.01,0.09,-0.05999999999999997,0.13,0.28,0.34,0.53,0.68,-0.02000000000000013,0.18999999999999995
0.13,0.19,0.69,0.76,0.050000000000000044,0.18000000000000005,0.30,0.50,0.11,0.30,0.2,0.59,0.93,0.94,0.02,0.03,0.030000000000000054,0.04999999999999995,0.97,0.99,0.01,0.01,8.673617379884035e-18,0.020000000000000025,0.60,0.73,0.05,0.07,0.2,0.35000000000000003,0.89,0.96,0.02,0.06,-0.019999999999999962,0.08999999999999998
0.28,0.45,0.54,0.61,-0.05999999999999994,0.17999999999999994,0.29,0.39,0.44,0.59,0.020000000000000018,0.26999999999999996,0.06,0.57,0.21,0.73,-0.29999999999999993,0.73,0.29,0.38,0.61,0.70,-0.07999999999999996,0.09999999999999998,0.79,0.96,0.01,0.11,-0.06999999999999997,0.19999999999999996,0.52,0.81,0.01,0.28,-0.09000000000000008,0.47
0.36,0.72,0.23,0.32,-0.03999999999999998,0.41000000000000003,0.02,0.73,0.07,0.43,-0.15999999999999998,0.9099999999999999,0.65,0.84,0.09,0.14,0.020000000000000018,0.26,0.36,0.78,0.08,0.45,-0.23000000000000004,0.56,0.51,0.97,0.01,0.30,-0.26999999999999996,0.48,0.45,0.49,0.25,0.37,0.14,0.30000000000000004
0.08,0.31,0.65,0.68,0.009999999999999898,0.27,0.23,0.43,0.31,0.49,0.08000000000000007,0.46,0.17,0.99,0.00,0.56,-0.55,0.83,0.70,0.77,0.12,0.25,-0.020000000000000018,0.18000000000000005,0.14,0.89,0.01,0.66,-0.55,0.85,0.59,0.88,0.09,0.26,-0.14,0.32000000000000006
1.00,1.00,0.00,0.00,0.0,0.0,0.98,0.98,0.01,0.02,1.734723475976807e-17,0.010000000000000018,0.50,0.73,0.14,0.30,-0.02999999999999997,0.36,0.96,0.99,0.01,0.02,-0.009999999999999992,0.030000000000000034,0.56,0.94,0.05,0.19,-0.12999999999999995,0.38999999999999996,0.36,0.38,0.49,0.55,0.06999999999999995,0.15000000000000002
0.74,0.87,0.04,0.22,-0.09,0.22,0.29,0.81,0.11,0.68,-0.4900000000000001,0.6,0.88,0.94,0.02,0.04,0.020000000000000052,0.09999999999999999,0.08,0.65,0.04,0.70,-0.35,0.88,0.84,0.90,0.09,0.14,-0.040000000000000036,0.07000000000000003,0.27,0.38,0.27,0.70,-0.07999999999999996,0.45999999999999996
0.52,0.73,0.05,0.10,0.17,0.43,0.30,0.50,0.44,0.49,0.010000000000000009,0.25999999999999995,0.12,0.15,0.54,0.87,-0.020000000000000018,0.33999999999999997,0.68,0.70,0.23,0.31,-0.009999999999999953,0.08999999999999994,0.42,0.96,0.03,0.05,-0.009999999999999967,0.55,0.02,0.93,0.06,0.70,-0.63,0.9199999999999999
0.66,0.82,0.07,0.28,-0.09999999999999998,0.26999999999999996,0.35,0.51,0.27,0.56,-0.07000000000000006,0.38,0.05,0.92,0.01,0.87,-0.79,0.94,0.32,0.80,0.12,0.37,-0.17000000000000004,0.5599999999999999,0.58,0.64,0.29,0.40,-0.040000000000000036,0.13000000000000006,0.54,0.76,0.08,0.16,0.07999999999999999,0.37999999999999995
0.37,0.78,0.19,0.40,-0.18000000000000005,0.44,0.87,0.93,0.06,0.13,-0.06000000000000005,0.07,0.82,0.89,0.01,0.07,0.03999999999999998,0.17000000000000004,0.80,0.93,0.03,0.08,-0.01000000000000005,0.16999999999999996,0.15,0.65,0.31,0.55,-0.20000000000000007,0.54,0.18,0.83,0.14,0.34,-0.16999999999999998,0.68
0.24,0.40,0.22,0.25,0.35,0.54,0.73,0.95,0.03,0.24,-0.18999999999999995,0.24000000000000002,0.99,1.00,0.00,0.00,0.0,0.010000000000000009,0.71,0.92,0.02,0.24,-0.16000000000000003,0.27,0.10,0.49,0.20,0.28,0.22999999999999998,0.7,0.91,0.95,0.04,0.05,4.163336342344337e-17,0.04999999999999997
0.16,0.83,0.13,0.57,-0.3999999999999999,0.71,0.75,0.89,0.04,0.20,-0.09000000000000002,0.21,0.32,1.00,0.00,0.04,-0.04,0.6799999999999999,0.66,0.72,0.05,0.09,0.19000000000000003,0.29,0.66,0.69,0.11,0.19,0.12000000000000005,0.22999999999999998,0.31,0.55,0.32,0.64,-0.19000000000000006,0.36999999999999994
0.13,0.25,0.68,0.68,0.06999999999999995,0.18999999999999995,0.96,0.98,0.01,0.02,1.734723475976807e-17,0.030000000000000034,0.48,0.91,0.02,0.12,-0.030000000000000027,0.5,0.91,0.95,0.02,0.07,-0.019999999999999962,0.06999999999999997,0.91,0.94,0.03,0.03,0.030000000000000054,0.05999999999999997,0.05,0.32,0.65,0.71,-0.030000000000000027,0.29999999999999993
0.98,0.98,0.00,0.00,0.020000000000000018,0.020000000000000018,0.07,0.79,0.15,0.89,-0.68,0.7799999999999999,0.52,0.65,0.20,0.38,-0.030000000000000027,0.27999999999999997,0.63,0.83,0.16,0.35,-0.17999999999999994,0.21,0.97,1.00,0.00,0.01,-0.01,0.030000000000000027,0.68,0.94,0.01,0.26,-0.19999999999999996,0.30999999999999994
0.21,0.97,0.02,0.35,-0.31999999999999995,0.77,0.14,0.31,0.47,0.71,-0.020000000000000018,0.39,0.82,0.93,0.02,0.07,-5.551115123125783e-17,0.16000000000000006,0.29,0.74,0.13,0.41,-0.14999999999999997,0.58,0.75,0.82,0.05,0.18,5.551115123125783e-17,0.2,0.47,0.68,0.02,0.25,0.06999999999999995,0.51
0.51,0.64,0.09,0.49,-0.13,0.4,0.47,0.96,0.03,0.39,-0.35,0.5,0.81,0.85,0.06,0.17,-0.01999999999999999,0.12999999999999995,0.33,0.47,0.41,0.44,0.09000000000000002,0.25999999999999995,0.71,0.89,0.08,0.17,-0.060000000000000026,0.21000000000000002,0.96,1.00,0.00,0.02,-0.02,0.040000000000000036
0.31,0.80,0.15,0.30,-0.10000000000000003,0.5399999999999999,0.15,0.54,0.23,0.57,-0.10999999999999999,0.62,0.16,0.72,0.10,0.48,-0.19999999999999996,0.74,0.22,0.92,0.03,0.53,-0.45000000000000007,0.75,0.37,0.90,0.06,0.18,-0.08000000000000002,0.5700000000000001,0.91,0.98,0.01,0.03,-0.009999999999999981,0.07999999999999997
0.23,0.99,0.01,0.60,-0.59,0.76,0.67,0.77,0.11,0.31,-0.08000000000000002,0.21999999999999997,0.62,0.93,0.04,0.36,-0.29000000000000004,0.34,0.39,0.83,0.14,0.40,-0.22999999999999998,0.47,0.80,0.95,0.02,0.03,0.020000000000000046,0.17999999999999997,0.39,0.60,0.22,0.55,-0.15000000000000002,0.39
0.71,0.85,0.06,0.21,-0.05999999999999997,0.23000000000000004,0.68,0.81,0.07,0.27,-0.08000000000000007,0.24999999999999994,0.79,0.94,0.00,0.21,-0.14999999999999994,0.20999999999999996,0.06,0.17,0.64,0.92,-0.09000000000000008,0.29999999999999993,0.31,0.99,0.01,0.27,-0.26,0.6799999999999999,0.81,0.81,0.15,0.15,0.03999999999999995,0.03999999999999995
0.21,0.42,0.42,0.45,0.13000000000000006,0.37000000000000005,0.65,0.74,0.22,0.32,-0.06,0.12999999999999998,0.93,0.97,0.00,0.01,0.020000000000000025,0.06999999999999995,0.34,0.83,0.17,0.63,-0.45999999999999996,0.4899999999999999,0.06,0.14,0.78,0.91,-0.050000000000000044,0.15999999999999992,0.33,0.48,0.26,0.28,0.24,0.4099999999999999
0.44,0.79,0.13,0.21,-2.7755575615628914e-17,0.43000000000000005,0.03,0.89,0.01,0.33,-0.22000000000000003,0.96,0.23,0.46,0.39,0.67,-0.13,0.38,0.31,0.93,0.04,0.35,-0.28,0.6499999999999999,0.46,0.84,0.10,0.23,-0.06999999999999998,0.44000000000000006,0.28,0.99,0.00,0.43,-0.42,0.72
0.41,0.49,0.18,0.40,0.10999999999999999,0.4100000000000001,0.60,0.69,0.29,0.32,-0.009999999999999953,0.11000000000000004,0.09,0.50,0.33,0.82,-0.31999999999999995,0.5800000000000001,0.20,0.64,0.27,0.48,-0.12,0.53,0.41,0.43,0.54,0.58,-0.009999999999999898,0.050000000000000044,0.12,0.36,0.47,0.60,0.040000000000000036,0.41000000000000003
0.67,0.91,0.07,0.24,-0.15000000000000002,0.25999999999999995,0.86,0.87,0.08,0.09,0.04000000000000001,0.06000000000000001,0.84,0.94,0.06,0.15,-0.08999999999999994,0.10000000000000003,0.39,0.73,0.24,0.61,-0.33999999999999997,0.37,0.90,0.97,0.01,0.02,0.010000000000000026,0.08999999999999998,0.86,0.86,0.04,0.11,0.030000000000000013,0.1
0.77,0.81,0.01,0.11,0.07999999999999995,0.21999999999999997,0.22,0.81,0.07,0.50,-0.31000000000000005,0.71,0.49,0.72,0.10,0.29,-0.009999999999999953,0.41000000000000003,0.19,0.90,0.10,0.49,-0.39,0.7100000000000001,0.77,0.94,0.03,0.15,-0.08999999999999994,0.19999999999999998,0.76,0.77,0.06,0.11,0.11999999999999998,0.18
0.01,0.43,0.52,0.55,0.020000000000000018,0.47,0.99,0.99,0.00,0.00,0.010000000000000009,0.010000000000000009,0.84,0.90,0.00,0.02,0.07999999999999997,0.16000000000000003,0.09,0.60,0.29,0.37,0.030000000000000027,0.6200000000000001,0.61,0.73,0.09,0.23,0.04000000000000001,0.30000000000000004,0.44,0.85,0.13,0.15,2.7755575615628914e-17,0.43000000000000005
0.21,0.67,0.23,0.53,-0.20000000000000007,0.56,0.97,0.98,0.00,0.01,0.010000000000000018,0.030000000000000027,0.37,0.45,0.46,0.58,-0.029999999999999916,0.16999999999999998,0.99,0.99,0.01,0.01,8.673617379884035e-18,8.673617379884035e-18,0.28,0.82,0.01,0.22,-0.03999999999999995,0.71,0.71,0.95,0.00,0.14,-0.08999999999999997,0.29000000000000004
0.72,0.89,0.08,0.13,-0.020000000000000018,0.2,0.78,0.83,0.10,0.19,-0.019999999999999962,0.11999999999999997,0.32,0.96,0.02,0.50,-0.45999999999999996,0.6599999999999999,0.30,0.63,0.13,0.31,0.06,0.57,0.34,0.52,0.31,0.51,-0.030000000000000027,0.3499999999999999,0.78,0.97,0.00,0.20,-0.16999999999999998,0.21999999999999997
0.97,0.99,0.01,0.03,-0.01999999999999999,0.020000000000000025,0.91,0.91,0.02,0.08,0.009999999999999967,0.06999999999999997,0.26,0.65,0.13,0.47,-0.12,0.61,0.54,0.96,0.01,0.42,-0.37999999999999995,0.44999999999999996,0.42,0.94,0.05,0.51,-0.44999999999999996,0.53,0.13,0.15,0.64,0.70,0.15000000000000002,0.22999999999999998
0.66,0.70,0.21,0.26,0.040000000000000036,0.12999999999999998,0.63,0.88,0.00,0.34,-0.22000000000000003,0.37,0.22,0.48,0.37,0.62,-0.09999999999999998,0.41000000000000003,0.71,0.75,0.00,0.03,0.22,0.29000000000000004,0.95,0.99,0.01,0.01,8.673617379884035e-18,0.04000000000000004,0.93,0.96,0.04,0.05,-0.009999999999999967,0.02999999999999995
0.68,0.92,0.06,0.18,-0.10000000000000003,0.25999999999999995,0.53,0.78,0.15,0.18,0.03999999999999998,0.31999999999999995,0.46,0.87,0.09,0.11,0.020000000000000004,0.45000000000000007,0.94,0.98,0.02,0.03,-0.009999999999999981,0.04000000000000005,0.44,0.49,0.32,0.53,-0.020000000000000018,0.24000000000000005,0.22,0.60,0.02,0.20,0.2,0.76
0.28,0.75,0.16,0.65,-0.4,0.5599999999999999,0.77,0.80,0.13,0.20,-5.551115123125783e-17,0.09999999999999998,0.28,0.68,0.05,0.39,-0.07000000000000006,0.6699999999999999,0.10,0.42,0.09,0.61,-0.029999999999999916,0.81,0.13,0.33,0.63,0.75,-0.08000000000000007,0.24,0.50,0.63,0.02,0.05,0.32,0.48
0.88,0.98,0.01,0.09,-0.06999999999999998,0.11,0.27,0.92,0.02,0.07,0.009999999999999953,0.71,0.77,0.84,0.07,0.17,-0.009999999999999981,0.15999999999999998,0.41,0.69,0.08,0.09,0.22000000000000006,0.5100000000000001,0.35,0.55,0.07,0.53,-0.08000000000000007,0.5800000000000001,0.90,0.97,0.01,0.06,-0.02999999999999997,0.08999999999999998
0.76,0.77,0.13,0.21,0.01999999999999999,0.10999999999999999,0.37,0.99,0.01,0.17,-0.16,0.62,0.65,0.99,0.00,0.32,-0.31,0.35,0.71,0.91,0.00,0.15,-0.060000000000000026,0.29000000000000004,0.72,0.99,0.01,0.11,-0.09999999999999999,0.27,0.69,0.79,0.07,0.13,0.07999999999999996,0.24000000000000005
0.18,0.85,0.05,0.54,-0.39,0.77,0.51,0.91,0.07,0.19,-0.10000000000000003,0.42,0.37,0.71,0.22,0.42,-0.12999999999999995,0.41000000000000003,0.37,0.39,0.21,0.41,0.2,0.42000000000000004,0.70,0.74,0.08,0.13,0.13,0.22000000000000003,0.54,0.76,0.06,0.33,-0.09000000000000002,0.39999999999999997
0.09,0.24,0.17,0.50,0.26,0.74,0.57,0.73,0.04,0.41,-0.13999999999999996,0.39000000000000007,0.60,0.66,0.07,0.26,0.07999999999999996,0.33,0.79,0.86,0.08,0.16,-0.01999999999999999,0.12999999999999995,0.38,0.69,0.13,0.51,-0.19999999999999996,0.49,0.10,0.29,0.03,0.44,0.26999999999999996,0.87
0.53,0.89,0.10,0.40,-0.29000000000000004,0.37,0.60,0.64,0.08,0.38,-0.020000000000000018,0.32,0.27,0.96,0.02,0.71,-0.6699999999999999,0.71,0.96,0.99,0.01,0.03,-0.01999999999999999,0.030000000000000034,0.34,0.94,0.06,0.08,-0.01999999999999995,0.5999999999999999,0.55,0.66,0.28,0.35,-0.010000000000000009,0.16999999999999993
0.66,1.00,0.00,0.27,-0.27,0.33999999999999997,0.93,0.99,0.00,0.05,-0.039999999999999994,0.06999999999999995,0.93,1.00,0.00,0.05,-0.05,0.06999999999999995,0.68,0.99,0.00,0.10,-0.09,0.31999999999999995,0.09,0.26,0.22,0.82,-0.07999999999999996,0.6900000000000001,0.86,0.92,0.06,0.08,-4.163336342344337e-17,0.08000000000000002
0.23,0.56,0.37,0.54,-0.10000000000000009,0.4,0.20,0.89,0.03,0.03,0.07999999999999999,0.77,0.21,0.62,0.22,0.36,0.020000000000000018,0.5700000000000001,0.00,0.39,0.13,0.22,0.39,0.87,0.57,0.84,0.05,0.13,0.030000000000000027,0.38000000000000006,0.03,0.82,0.14,0.93,-0.75,0.83
0.83,0.97,0.01,0.06,-0.02999999999999997,0.16000000000000003,0.76,0.97,0.01,0.16,-0.12999999999999998,0.22999999999999998,0.06,0.25,0.62,0.75,0.0,0.31999999999999995,0.70,0.82,0.11,0.14,0.040000000000000036,0.19000000000000006,0.67,0.97,0.00,0.28,-0.25,0.32999999999999996,0.08,0.51,0.38,0.82,-0.32999999999999996,0.54
0.81,0.90,0.07,0.16,-0.060000000000000026,0.11999999999999994,0.23,0.98,0.01,0.25,-0.22999999999999998,0.76,0.45,0.76,0.01,0.43,-0.19,0.54,0.30,0.86,0.10,0.58,-0.43999999999999995,0.6,0.79,0.91,0.03,0.06,0.02999999999999997,0.17999999999999997,0.35,0.42,0.13,0.45,0.13000000000000006,0.52
0.40,0.94,0.03,0.40,-0.33999999999999997,0.57,0.82,0.85,0.11,0.14,0.010000000000000009,0.07000000000000005,0.99,0.99,0.00,0.01,8.673617379884035e-18,0.010000000000000009,0.14,0.47,0.37,0.69,-0.15999999999999992,0.49,0.41,0.92,0.08,0.42,-0.34,0.5100000000000001,0.13,1.00,0.00,0.25,-0.25,0.87
0.80,0.94,0.03,0.05,0.01000000000000005,0.16999999999999996,0.16,0.76,0.16,0.73,-0.49,0.6799999999999999,0.59,0.86,0.10,0.20,-0.06,0.31000000000000005,0.22,0.56,0.10,0.64,-0.20000000000000007,0.68,0.19,0.75,0.20,0.56,-0.31000000000000005,0.6100000000000001,0.22,0.35,0.28,0.57,0.08000000000000007,0.5
