e1 m-,e1 m+,e1 n-,e1 n+,e1 h-,e1 h+,e2 m-,e2 m+,e2 n-,e2 n+,e2 h-,e2 h+,e3 m-,e3 m+,e3 n-,e3 n+,e3 h-,e3 h+,e4 m-,e4 m+,e4 n-,e4 n+,e4 h-,e4 h+,e5 m-,e5 m+,e5 n-,e5 n+,e5 h-,e5 h+,e6 m-,e6 m+,e6 n-,e6 n+,e6 h-,e6 h+
0.78,0.91,0.02,0.13,-0.040000000000000036,0.19999999999999998,0.75,0.93,0.01,0.15,-0.08000000000000004,0.24,0.43,0.99,0.00,0.10,-0.09,0.5700000000000001,0.25,0.88,0.07,0.68,-0.56,0.6799999999999999,0.55,0.65,0.17,0.38,-0.030000000000000027,0.2799999999999999,0.36,0.72,0.20,0.43,-0.14999999999999997,0.44
0.42,0.58,0.17,0.51,-0.08999999999999997,0.41000000000000003,0.30,0.71,0.02,0.32,-0.02999999999999997,0.6799999999999999,0.33,0.49,0.28,0.41,0.10000000000000003,0.3899999999999999,0.31,0.62,0.26,0.28,0.09999999999999998,0.42999999999999994,0.32,0.64,0.14,0.44,-0.08000000000000002,0.5399999999999999,0.43,0.66,0.14,0.15,0.18999999999999997,0.43000000000000005
0.44,0.65,0.17,0.21,0.13999999999999999,0.39,0.36,1.00,0.00,0.33,-0.33,0.64,0.33,0.85,0.11,0.20,-0.04999999999999999,0.5599999999999999,0.77,0.82,0.02,0.12,0.06000000000000005,0.21,0.81,0.87,0.06,0.18,-0.04999999999999999,0.12999999999999995,0.49,0.56,0.27,0.49,-0.050000000000000044,0.24
0.61,0.85,0.15,0.21,-0.05999999999999997,0.24000000000000002,0.24,0.48,0.35,0.38,0.14,0.41000000000000003,0.11,0.79,0.11,0.49,-0.28,0.78,0.75,0.81,0.01,0.01,0.17999999999999994,0.24,0.49,0.76,0.00,0.31,-0.07,0.51,0.23,0.91,0.01,0.76,-0.67,0.76
0.14,0.45,0.23,0.35,0.20000000000000007,0.63,0.23,0.42,0.08,0.71,-0.1299999999999999,0.6900000000000001,1.00,1.00,0.00,0.00,0.0,0.0,0.90,0.96,0.02,0.05,-0.009999999999999967,0.07999999999999997,0.10,0.79,0.06,0.30,-0.09000000000000002,0.8400000000000001,0.71,0.77,0.23,0.27,-0.040000000000000036,0.060000000000000026
0.50,0.70,0.24,0.35,-0.04999999999999993,0.26,0.01,0.12,0.31,0.55,0.32999999999999996,0.6799999999999999,0.66,0.90,0.01,0.24,-0.14,0.32999999999999996,0.12,0.32,0.42,0.55,0.1299999999999999,0.46,0.55,0.64,0.16,0.23,0.12999999999999998,0.2899999999999999,0.41,0.44,0.21,0.50,0.06000000000000005,0.3800000000000001
0.85,0.96,0.04,0.08,-0.039999999999999966,0.11000000000000001,0.36,0.88,0.09,0.15,-0.03,0.55,0.74,1.00,0.00,0.09,-0.09,0.26,0.41,0.49,0.15,0.17,0.33999999999999997,0.44000000000000006,0.00,0.95,0.03,0.66,-0.61,0.97,0.57,0.86,0.04,0.26,-0.12,0.39000000000000007
0.44,0.78,0.10,0.18,0.03999999999999998,0.4600000000000001,0.80,0.87,0.07,0.17,-0.04000000000000001,0.12999999999999995,0.05,0.06,0.02,0.91,0.029999999999999916,0.9299999999999999,0.34,0.88,0.03,0.36,-0.24,0.6299999999999999,0.99,0.99,0.01,0.01,8.673617379884035e-18,8.673617379884035e-18,0.94,0.98,0.01,0.04,-0.019999999999999983,0.05000000000000005
0.15,0.53,0.31,0.59,-0.12,0.54,0.10,0.80,0.12,0.87,-0.67,0.78,0.56,0.65,0.01,0.20,0.14999999999999997,0.42999999999999994,0.40,0.88,0.11,0.33,-0.21000000000000002,0.49,0.41,0.49,0.02,0.41,0.10000000000000003,0.5700000000000001,0.07,0.78,0.04,0.14,0.07999999999999996,0.8899999999999999
0.46,0.70,0.21,0.42,-0.11999999999999994,0.33000000000000007,0.57,0.96,0.03,0.13,-0.08999999999999997,0.4,0.31,0.68,0.22,0.44,-0.12000000000000005,0.47,0.26,0.82,0.17,0.61,-0.42999999999999994,0.57,0.81,0.98,0.01,0.13,-0.10999999999999999,0.17999999999999994,0.62,0.63,0.04,0.06,0.31,0.34
0.29,0.74,0.12,0.56,-0.30000000000000004,0.59,0.97,0.98,0.02,0.02,1.734723475976807e-17,0.010000000000000026,0.11,0.76,0.08,0.21,0.03,0.81,0.88,0.92,0.04,0.11,-0.03000000000000004,0.07999999999999999,0.29,0.98,0.02,0.49,-0.47,0.69,0.24,0.48,0.38,0.56,-0.040000000000000036,0.38
0.38,0.71,0.22,0.51,-0.21999999999999997,0.4,0.85,0.96,0.03,0.09,-0.04999999999999996,0.12000000000000002,0.02,0.97,0.01,0.06,-0.02999999999999997,0.97,0.09,0.31,0.49,0.69,0.0,0.42000000000000004,0.53,0.93,0.02,0.13,-0.06000000000000005,0.44999999999999996,0.59,0.63,0.36,0.39,-0.020000000000000018,0.050000000000000044
0.76,0.77,0.15,0.22,0.009999999999999981,0.09,0.82,0.84,0.07,0.09,0.07000000000000003,0.11000000000000004,0.92,0.98,0.02,0.06,-0.03999999999999998,0.059999999999999956,0.21,0.56,0.02,0.14,0.29999999999999993,0.77,0.54,0.84,0.15,0.16,2.7755575615628914e-17,0.30999999999999994,0.00,0.05,0.74,0.89,0.05999999999999994,0.26
0.40,0.85,0.09,0.43,-0.27999999999999997,0.51,0.43,0.60,0.34,0.56,-0.16000000000000003,0.23000000000000004,0.17,0.49,0.51,0.56,-0.050000000000000044,0.31999999999999995,0.87,0.89,0.01,0.10,0.009999999999999981,0.12000000000000001,0.67,0.84,0.01,0.15,0.010000000000000037,0.31999999999999995,0.19,0.49,0.45,0.48,0.030000000000000027,0.36000000000000004
0.25,0.60,0.33,0.56,-0.16000000000000003,0.42,0.71,0.83,0.04,0.25,-0.07999999999999996,0.25000000000000006,0.65,0.86,0.09,0.13,0.010000000000000009,0.26,0.30,0.99,0.00,0.50,-0.49,0.7,0.45,0.85,0.03,0.20,-0.04999999999999999,0.52,0.84,0.97,0.01,0.13,-0.09999999999999998,0.15000000000000002
0.94,0.99,0.01,0.02,-0.009999999999999992,0.05000000000000005,0.24,0.87,0.09,0.64,-0.51,0.67,0.05,0.84,0.15,0.70,-0.5399999999999999,0.7999999999999999,0.73,0.98,0.00,0.10,-0.07999999999999999,0.27,0.22,0.34,0.59,0.75,-0.09000000000000008,0.19000000000000006,0.86,0.90,0.06,0.13,-0.030000000000000027,0.08000000000000002
0.19,0.65,0.33,0.52,-0.17000000000000004,0.48000000000000004,0.36,0.81,0.11,0.27,-0.08000000000000007,0.53,0.62,0.63,0.00,0.17,0.19999999999999998,0.38,0.17,0.94,0.05,0.28,-0.21999999999999997,0.7799999999999999,0.55,0.75,0.08,0.15,0.1,0.36999999999999994,0.68,0.73,0.10,0.13,0.14,0.21999999999999995
0.41,0.94,0.04,0.54,-0.48,0.55,0.89,0.92,0.03,0.11,-0.03000000000000004,0.07999999999999999,0.84,0.85,0.13,0.14,0.010000000000000009,0.030000000000000027,0.55,0.72,0.11,0.31,-0.02999999999999997,0.33999999999999997,0.42,0.54,0.10,0.53,-0.07000000000000006,0.4800000000000001,0.85,0.86,0.11,0.11,0.030000000000000013,0.04000000000000002
0.71,0.83,0.09,0.27,-0.09999999999999998,0.20000000000000004,0.43,1.00,0.00,0.28,-0.28,0.5700000000000001,0.09,0.28,0.01,0.52,0.19999999999999996,0.9,0.25,0.98,0.01,0.58,-0.5599999999999999,0.74,0.29,0.98,0.01,0.23,-0.21,0.7,0.83,0.84,0.00,0.03,0.13000000000000003,0.17000000000000004
0.19,0.84,0.02,0.05,0.11000000000000003,0.79,0.54,0.93,0.05,0.34,-0.2700000000000001,0.41,0.90,0.99,0.00,0.05,-0.039999999999999994,0.09999999999999998,0.68,0.95,0.02,0.20,-0.14999999999999997,0.29999999999999993,0.79,0.85,0.14,0.15,2.7755575615628914e-17,0.06999999999999995,0.34,0.82,0.13,0.60,-0.41999999999999993,0.5299999999999999
0.75,1.00,0.00,0.06,-0.06,0.25,0.71,0.76,0.08,0.28,-0.040000000000000036,0.21000000000000002,0.30,0.40,0.10,0.63,-0.030000000000000027,0.6,0.47,0.60,0.32,0.47,-0.06999999999999995,0.21000000000000002,0.50,0.92,0.01,0.36,-0.28,0.49,0.03,0.52,0.19,0.54,-0.06000000000000005,0.78
0.81,0.84,0.11,0.16,2.7755575615628914e-17,0.07999999999999995,0.71,0.73,0.22,0.27,0.0,0.07000000000000003,0.96,0.98,0.00,0.03,-0.009999999999999981,0.040000000000000036,0.67,0.84,0.05,0.20,-0.03999999999999998,0.27999999999999997,0.44,0.93,0.00,0.15,-0.08000000000000004,0.56,0.99,1.00,0.00,0.01,-0.01,0.010000000000000009
0.09,0.63,0.15,0.65,-0.28,0.76,0.37,0.79,0.10,0.50,-0.29000000000000004,0.53,0.58,0.61,0.01,0.03,0.36,0.41000000000000003,0.10,0.83,0.01,0.74,-0.57,0.89,0.90,0.99,0.01,0.04,-0.029999999999999992,0.08999999999999998,0.10,0.46,0.43,0.57,-0.029999999999999916,0.47000000000000003
0.58,0.80,0.04,0.42,-0.22000000000000003,0.38000000000000006,0.31,0.94,0.05,0.29,-0.22999999999999993,0.6399999999999999,0.25,0.29,0.46,0.72,-0.010000000000000009,0.29,0.57,0.89,0.03,0.33,-0.22000000000000003,0.4,0.10,0.72,0.25,0.55,-0.27,0.65,0.48,0.64,0.11,0.47,-0.10999999999999999,0.41000000000000003
0.73,0.94,0.05,0.27,-0.20999999999999996,0.22000000000000003,0.77,0.89,0.08,0.10,0.009999999999999981,0.14999999999999997,0.01,0.02,0.13,0.60,0.38,0.86,0.95,0.96,0.01,0.04,3.469446951953614e-17,0.04000000000000004,0.30,0.98,0.02,0.31,-0.29,0.6799999999999999,0.74,0.89,0.09,0.22,-0.11000000000000001,0.17
0.24,0.78,0.15,0.51,-0.29000000000000004,0.61,0.35,0.86,0.09,0.60,-0.45999999999999996,0.56,0.95,0.98,0.01,0.01,0.010000000000000018,0.04000000000000004,0.20,0.46,0.19,0.24,0.30000000000000004,0.6100000000000001,0.43,0.96,0.04,0.10,-0.05999999999999997,0.53,0.97,0.99,0.00,0.02,-0.009999999999999992,0.030000000000000027
0.55,0.57,0.40,0.44,-0.009999999999999953,0.04999999999999993,0.02,0.58,0.05,0.94,-0.5199999999999999,0.9299999999999999,0.77,0.93,0.03,0.05,0.01999999999999995,0.19999999999999998,0.93,0.96,0.03,0.06,-0.019999999999999962,0.03999999999999995,0.09,0.62,0.18,0.77,-0.39,0.73,0.33,0.76,0.06,0.13,0.10999999999999999,0.6099999999999999
0.52,0.90,0.04,0.30,-0.2,0.44,0.86,1.00,0.00,0.11,-0.11,0.14,0.50,0.69,0.05,0.16,0.15000000000000005,0.45,0.07,0.15,0.82,0.89,-0.040000000000000036,0.10999999999999999,0.28,0.46,0.02,0.66,-0.12,0.7,0.97,1.00,0.00,0.01,-0.01,0.030000000000000027
0.43,0.55,0.28,0.55,-0.10000000000000009,0.29000000000000004,0.50,0.69,0.13,0.22,0.09000000000000005,0.37,0.32,0.56,0.14,0.51,-0.07000000000000006,0.5399999999999999,0.17,0.43,0.10,0.42,0.15000000000000008,0.73,0.27,0.63,0.04,0.36,0.010000000000000009,0.69,0.52,0.80,0.10,0.29,-0.09000000000000002,0.38
0.20,0.31,0.53,0.68,0.009999999999999898,0.27,0.09,0.69,0.08,0.55,-0.24,0.8300000000000001,0.77,0.90,0.10,0.22,-0.12000000000000002,0.12999999999999998,0.70,0.92,0.04,0.27,-0.19000000000000006,0.26000000000000006,0.68,0.75,0.04,0.06,0.19,0.27999999999999997,0.03,0.54,0.39,0.85,-0.39,0.58
0.92,0.93,0.03,0.06,0.009999999999999953,0.04999999999999996,0.95,0.96,0.03,0.04,3.469446951953614e-17,0.020000000000000046,0.47,0.57,0.01,0.12,0.31000000000000005,0.52,0.44,0.87,0.06,0.25,-0.12,0.5,0.23,0.68,0.22,0.30,0.019999999999999962,0.55,0.67,0.88,0.06,0.24,-0.12,0.26999999999999996
0.87,0.97,0.01,0.06,-0.02999999999999997,0.12000000000000001,0.86,0.87,0.03,0.14,-0.010000000000000009,0.11000000000000001,0.81,0.86,0.12,0.17,-0.03,0.06999999999999995,0.94,0.99,0.00,0.05,-0.039999999999999994,0.06000000000000005,0.22,0.59,0.14,0.30,0.11000000000000004,0.64,0.43,0.89,0.08,0.33,-0.22000000000000003,0.49000000000000005
0.48,0.95,0.01,0.40,-0.35,0.51,0.83,0.96,0.04,0.07,-0.02999999999999997,0.13000000000000003,0.96,0.98,0.02,0.03,-0.009999999999999981,0.020000000000000035,0.90,0.91,0.06,0.10,-0.010000000000000037,0.03999999999999998,0.47,0.96,0.00,0.13,-0.08999999999999997,0.53,0.23,0.34,0.42,0.69,-0.030000000000000027,0.35000000000000003
0.49,0.55,0.11,0.19,0.25999999999999995,0.4,0.75,0.96,0.03,0.19,-0.14999999999999997,0.22,0.19,0.31,0.09,0.47,0.21999999999999997,0.7200000000000001,0.46,0.71,0.13,0.19,0.10000000000000003,0.41000000000000003,0.89,0.92,0.01,0.02,0.059999999999999956,0.09999999999999999,0.08,0.96,0.01,0.32,-0.27999999999999997,0.91
0.74,0.89,0.06,0.22,-0.11000000000000001,0.2,0.68,0.82,0.07,0.19,-0.009999999999999953,0.24999999999999994,0.21,0.68,0.16,0.35,-0.030000000000000027,0.63,0.41,0.70,0.17,0.51,-0.20999999999999996,0.42000000000000004,0.98,0.98,0.01,0.02,1.734723475976807e-17,0.010000000000000018,0.81,0.83,0.02,0.08,0.09000000000000004,0.16999999999999996
0.50,0.56,0.38,0.44,-5.551115123125783e-17,0.12,0.09,0.74,0.18,0.50,-0.24,0.73,0.26,0.75,0.08,0.10,0.15,0.66,0.50,0.56,0.41,0.46,-0.020000000000000073,0.09000000000000002,0.20,0.45,0.26,0.59,-0.039999999999999925,0.54,0.77,0.82,0.16,0.16,0.020000000000000046,0.06999999999999998
0.05,0.12,0.21,0.21,0.67,0.74,0.35,0.87,0.07,0.33,-0.2,0.5800000000000001,0.20,0.76,0.17,0.21,0.03,0.63,0.63,0.94,0.01,0.34,-0.27999999999999997,0.36,0.31,0.35,0.43,0.57,0.08000000000000007,0.25999999999999995,0.33,0.51,0.13,0.20,0.29,0.5399999999999999
0.96,0.98,0.01,0.02,1.734723475976807e-17,0.030000000000000034,0.98,0.99,0.00,0.00,0.010000000000000009,0.020000000000000018,0.15,0.39,0.50,0.84,-0.22999999999999998,0.35,0.40,0.86,0.14,0.51,-0.37,0.45999999999999996,0.37,0.94,0.00,0.04,0.020000000000000052,0.63,0.08,0.21,0.74,0.87,-0.07999999999999996,0.18000000000000005
0.13,0.29,0.36,0.47,0.24,0.51,0.53,0.56,0.42,0.44,-5.551115123125783e-17,0.04999999999999999,0.04,0.97,0.03,0.42,-0.38999999999999996,0.9299999999999999,0.71,1.00,0.00,0.15,-0.15,0.29000000000000004,0.15,0.63,0.11,0.56,-0.19000000000000006,0.74,0.02,0.73,0.17,0.50,-0.22999999999999998,0.8099999999999999
0.51,0.69,0.26,0.38,-0.06999999999999995,0.22999999999999998,0.04,0.45,0.13,0.25,0.30000000000000004,0.83,0.13,0.40,0.25,0.59,0.010000000000000009,0.62,0.16,0.35,0.04,0.47,0.18000000000000005,0.7999999999999999,0.32,0.66,0.07,0.10,0.23999999999999996,0.6099999999999999,0.03,0.37,0.40,0.59,0.040000000000000036,0.57
0.06,0.09,0.06,0.74,0.17000000000000004,0.8799999999999999,0.93,0.97,0.01,0.06,-0.02999999999999997,0.05999999999999995,0.69,0.72,0.09,0.27,0.010000000000000009,0.22000000000000006,0.80,0.87,0.06,0.12,0.010000000000000009,0.13999999999999996,0.23,0.88,0.12,0.65,-0.53,0.65,0.76,0.83,0.16,0.18,-0.009999999999999953,0.07999999999999999
0.86,0.95,0.05,0.07,-0.019999999999999962,0.09000000000000001,0.50,0.55,0.30,0.44,0.009999999999999953,0.2,0.18,0.89,0.03,0.81,-0.7000000000000001,0.79,0.28,0.95,0.02,0.68,-0.63,0.7,0.29,1.00,0.00,0.07,-0.07,0.71,0.76,0.88,0.04,0.21,-0.09,0.19999999999999998
0.18,0.50,0.10,0.63,-0.13,0.7200000000000001,0.48,0.69,0.10,0.51,-0.19999999999999996,0.42000000000000004,0.61,0.69,0.19,0.25,0.06000000000000005,0.2,0.99,1.00,0.00,0.00,0.0,0.010000000000000009,0.90,0.92,0.07,0.08,-4.163336342344337e-17,0.02999999999999997,0.76,0.88,0.09,0.13,-0.010000000000000009,0.15
0.90,0.90,0.09,0.09,0.009999999999999981,0.009999999999999981,0.45,0.82,0.04,0.29,-0.10999999999999993,0.51,0.80,0.88,0.00,0.05,0.06999999999999999,0.19999999999999996,0.06,0.87,0.08,0.47,-0.33999999999999997,0.86,0.73,0.79,0.07,0.21,-2.7755575615628914e-17,0.2,0.37,0.87,0.10,0.47,-0.33999999999999997,0.53
0.84,0.86,0.06,0.15,-0.009999999999999981,0.10000000000000003,0.40,0.80,0.18,0.52,-0.32000000000000006,0.42,0.36,0.76,0.11,0.46,-0.22000000000000003,0.53,0.34,0.48,0.13,0.54,-0.020000000000000018,0.5299999999999999,0.97,0.98,0.00,0.03,-0.009999999999999981,0.030000000000000027,0.57,0.68,0.15,0.37,-0.050000000000000044,0.28
0.06,0.99,0.01,0.29,-0.27999999999999997,0.9299999999999999,0.44,0.75,0.20,0.25,0.0,0.36000000000000004,0.28,0.44,0.00,0.54,0.020000000000000018,0.72,0.72,0.72,0.05,0.21,0.07000000000000003,0.23000000000000004,0.11,0.38,0.60,0.82,-0.19999999999999996,0.29000000000000004,0.25,0.69,0.09,0.23,0.08000000000000004,0.66
0.66,0.79,0.02,0.23,-0.020000000000000046,0.31999999999999995,0.59,0.79,0.15,0.21,-2.7755575615628914e-17,0.26,0.20,0.43,0.07,0.19,0.38000000000000006,0.73,0.27,0.52,0.02,0.69,-0.20999999999999996,0.71,0.88,0.91,0.08,0.10,-0.010000000000000037,0.039999999999999994,0.10,0.25,0.22,0.67,0.07999999999999996,0.68
0.60,0.66,0.23,0.40,-0.06000000000000005,0.17,0.39,0.89,0.08,0.22,-0.11000000000000001,0.53,0.60,0.60,0.33,0.34,0.06,0.07,0.51,0.91,0.04,0.20,-0.11000000000000004,0.45,0.70,0.89,0.03,0.21,-0.1,0.27,0.77,0.87,0.09,0.11,0.020000000000000004,0.13999999999999999
0.51,0.75,0.09,0.39,-0.14,0.4,0.74,0.98,0.01,0.15,-0.12999999999999998,0.25,0.56,0.76,0.06,0.30,-0.06,0.37999999999999995,0.98,0.98,0.01,0.02,1.734723475976807e-17,0.010000000000000018,0.11,0.75,0.13,0.72,-0.47,0.76,0.87,0.88,0.04,0.09,0.03,0.09
0.95,0.98,0.01,0.05,-0.029999999999999985,0.04000000000000004,0.37,0.44,0.17,0.62,-0.05999999999999994,0.45999999999999996,0.74,0.85,0.07,0.25,-0.09999999999999998,0.19,0.44,0.82,0.14,0.15,0.030000000000000054,0.42000000000000004,0.24,0.59,0.33,0.71,-0.29999999999999993,0.43,0.70,0.92,0.07,0.16,-0.08000000000000004,0.23000000000000004
0.86,0.87,0.00,0.03,0.1,0.14,0.85,0.96,0.03,0.10,-0.05999999999999997,0.12000000000000002,0.82,0.92,0.07,0.13,-0.050000000000000044,0.11000000000000004,0.24,0.35,0.29,0.49,0.16000000000000003,0.47000000000000003,0.72,0.77,0.19,0.23,-2.7755575615628914e-17,0.09000000000000002,0.80,0.98,0.01,0.08,-0.059999999999999984,0.18999999999999995
0.04,0.20,0.27,0.51,0.29000000000000004,0.69,0.53,0.96,0.00,0.30,-0.25999999999999995,0.47,0.34,0.90,0.02,0.45,-0.35000000000000003,0.6399999999999999,0.47,0.98,0.01,0.51,-0.49,0.52,0.89,0.90,0.05,0.09,0.009999999999999981,0.059999999999999984,0.14,0.27,0.41,0.83,-0.09999999999999998,0.45
0.70,0.71,0.17,0.22,0.07000000000000003,0.13000000000000003,0.28,0.61,0.02,0.61,-0.21999999999999997,0.7,0.34,0.59,0.23,0.29,0.12000000000000005,0.42999999999999994,0.06,0.82,0.01,0.73,-0.5499999999999999,0.9299999999999999,0.84,0.87,0.10,0.14,-0.010000000000000009,0.060000000000000026,0.63,0.89,0.05,0.16,-0.05000000000000002,0.32
0.30,0.62,0.26,0.47,-0.08999999999999997,0.43999999999999995,0.77,0.88,0.11,0.12,0.0,0.11999999999999998,0.98,1.00,0.00,0.01,-0.01,0.020000000000000018,0.72,0.73,0.21,0.26,0.010000000000000009,0.07000000000000003,0.28,0.77,0.12,0.30,-0.07,0.6,0.77,0.87,0.09,0.19,-0.06,0.13999999999999999
0.62,0.73,0.20,0.33,-0.06,0.18,0.56,0.92,0.07,0.43,-0.35000000000000003,0.36999999999999994,0.11,0.48,0.50,0.70,-0.17999999999999994,0.39,0.49,0.50,0.05,0.14,0.36,0.46,0.05,0.94,0.06,0.70,-0.6399999999999999,0.8899999999999999,0.75,0.90,0.06,0.21,-0.11000000000000001,0.19
0.07,0.72,0.05,0.77,-0.49,0.8799999999999999,0.30,0.33,0.03,0.03,0.6399999999999999,0.6699999999999999,0.73,0.91,0.07,0.24,-0.15000000000000002,0.2,0.38,0.48,0.31,0.50,0.020000000000000018,0.31,0.73,0.96,0.03,0.17,-0.12999999999999998,0.24000000000000002,0.22,0.49,0.49,0.66,-0.15000000000000002,0.29000000000000004
0.90,0.97,0.01,0.10,-0.06999999999999998,0.08999999999999998,0.08,0.87,0.01,0.79,-0.66,0.91,0.13,0.22,0.29,0.63,0.15000000000000002,0.5800000000000001,0.50,0.60,0.15,0.33,0.07,0.35,0.94,0.94,0.02,0.04,0.020000000000000052,0.04000000000000005,0.62,0.85,0.08,0.21,-0.05999999999999997,0.3
0.62,0.65,0.00,0.08,0.26999999999999996,0.38,0.36,0.82,0.03,0.04,0.14000000000000004,0.61,0.18,0.98,0.02,0.11,-0.08999999999999998,0.8,0.40,0.99,0.00,0.45,-0.44,0.6,0.58,0.65,0.08,0.12,0.22999999999999998,0.34,0.04,0.27,0.68,0.82,-0.08999999999999997,0.2799999999999999
0.79,0.80,0.09,0.14,0.05999999999999994,0.11999999999999997,0.78,0.97,0.00,0.08,-0.049999999999999975,0.21999999999999997,0.42,0.86,0.01,0.01,0.13,0.5700000000000001,0.01,0.73,0.06,0.33,-0.06,0.9299999999999999,0.44,0.49,0.35,0.39,0.12,0.21000000000000008,0.20,0.59,0.01,0.54,-0.13,0.79
0.90,1.00,0.00,0.06,-0.06,0.09999999999999998,0.84,0.99,0.01,0.15,-0.13999999999999999,0.15000000000000002,0.35,0.71,0.29,0.62,-0.32999999999999996,0.36000000000000004,0.75,0.99,0.00,0.11,-0.09999999999999999,0.25,0.07,0.40,0.20,0.36,0.24,0.73,0.40,0.68,0.19,0.43,-0.11000000000000004,0.41
0.66,0.74,0.03,0.09,0.17,0.30999999999999994,0.23,0.60,0.09,0.47,-0.06999999999999995,0.68,0.62,0.89,0.09,0.09,0.01999999999999999,0.29000000000000004,0.92,0.95,0.03,0.06,-0.009999999999999953,0.04999999999999996,0.50,0.66,0.09,0.43,-0.09000000000000002,0.41000000000000003,0.74,0.90,0.05,0.18,-0.08000000000000002,0.21000000000000002
0.90,0.92,0.05,0.05,0.029999999999999957,0.049999999999999975,0.36,0.54,0.30,0.41,0.04999999999999999,0.34,0.30,0.59,0.06,0.11,0.30000000000000004,0.6399999999999999,0.24,0.72,0.14,0.58,-0.29999999999999993,0.62,0.64,0.68,0.21,0.35,-0.030000000000000027,0.15,0.41,0.97,0.02,0.22,-0.18999999999999997,0.5700000000000001
0.69,0.87,0.13,0.25,-0.12,0.18000000000000005,0.05,0.07,0.56,0.90,0.029999999999999916,0.3899999999999999,0.32,0.98,0.02,0.26,-0.24,0.6599999999999999,0.60,0.82,0.08,0.12,0.06000000000000005,0.32,0.59,0.93,0.01,0.08,-0.01000000000000005,0.4,0.57,0.85,0.08,0.28,-0.13,0.35000000000000003
0.75,0.77,0.13,0.17,0.05999999999999997,0.12,0.65,0.93,0.06,0.19,-0.12000000000000005,0.29,0.40,0.89,0.02,0.40,-0.29000000000000004,0.58,0.86,0.92,0.01,0.12,-0.040000000000000036,0.13,0.51,0.53,0.30,0.40,0.06999999999999995,0.19,0.10,0.10,0.65,0.66,0.24,0.25
0.54,0.57,0.28,0.34,0.09000000000000002,0.17999999999999994,0.22,0.83,0.05,0.08,0.09000000000000004,0.73,0.38,0.87,0.03,0.26,-0.13,0.59,0.69,0.80,0.19,0.25,-0.050000000000000044,0.12000000000000005,0.15,0.71,0.03,0.04,0.25000000000000006,0.82,0.26,0.99,0.01,0.69,-0.6799999999999999,0.73
0.89,0.90,0.03,0.10,-2.7755575615628914e-17,0.07999999999999999,0.02,0.56,0.37,0.41,0.02999999999999997,0.61,0.43,0.74,0.25,0.28,-0.020000000000000018,0.32000000000000006,0.94,0.95,0.04,0.06,-0.009999999999999953,0.020000000000000052,0.02,0.60,0.28,0.81,-0.41000000000000003,0.7,0.72,0.84,0.08,0.16,2.7755575615628914e-17,0.2
0.31,0.56,0.40,0.61,-0.17000000000000004,0.2899999999999999,0.47,0.96,0.04,0.26,-0.21999999999999997,0.49000000000000005,0.09,0.89,0.04,0.29,-0.18,0.87,0.80,0.97,0.03,0.17,-0.13999999999999999,0.16999999999999996,0.05,0.28,0.10,0.55,0.16999999999999993,0.85,0.53,0.87,0.07,0.14,-0.010000000000000009,0.39999999999999997
0.13,0.68,0.24,0.41,-0.09000000000000002,0.63,0.34,0.86,0.03,0.28,-0.14,0.6299999999999999,0.09,0.50,0.11,0.53,-0.030000000000000027,0.8,0.74,0.78,0.13,0.25,-0.030000000000000027,0.13,0.24,0.72,0.11,0.53,-0.25,0.65,0.26,0.27,0.56,0.61,0.12,0.17999999999999994
0.31,0.34,0.30,0.38,0.2799999999999999,0.38999999999999996,0.17,0.96,0.03,0.44,-0.39999999999999997,0.7999999999999999,0.35,0.69,0.28,0.33,-0.019999999999999962,0.37,0.76,0.85,0.14,0.21,-0.05999999999999997,0.09999999999999998,0.39,0.92,0.06,0.48,-0.4,0.55,0.63,0.83,0.06,0.09,0.08000000000000004,0.31
0.76,0.99,0.00,0.13,-0.12,0.24,0.27,0.84,0.05,0.31,-0.14999999999999997,0.6799999999999999,0.22,0.32,0.67,0.69,-0.010000000000000009,0.10999999999999999,0.72,1.00,0.00,0.14,-0.14,0.28,0.87,1.00,0.00,0.00,0.0,0.13,0.39,0.88,0.07,0.56,-0.44000000000000006,0.54
0.15,0.79,0.16,0.26,-0.050000000000000044,0.69,0.71,0.77,0.11,0.24,-0.010000000000000009,0.18000000000000005,0.12,0.99,0.00,0.30,-0.29,0.88,0.82,0.94,0.04,0.04,0.020000000000000052,0.14000000000000004,0.86,0.93,0.06,0.08,-0.01000000000000005,0.08000000000000002,0.27,0.99,0.01,0.36,-0.35,0.72
0.18,0.80,0.15,0.81,-0.6100000000000001,0.67,0.79,0.80,0.13,0.17,0.029999999999999943,0.07999999999999996,0.94,0.98,0.01,0.05,-0.029999999999999985,0.05000000000000005,0.64,0.66,0.03,0.34,-5.551115123125783e-17,0.32999999999999996,0.05,0.47,0.10,0.68,-0.15000000000000002,0.85,0.71,0.76,0.00,0.23,0.009999999999999981,0.29000000000000004
0.72,0.89,0.10,0.24,-0.13,0.18000000000000002,0.88,0.98,0.01,0.12,-0.09999999999999998,0.11,0.59,0.62,0.33,0.36,0.020000000000000018,0.08000000000000002,0.25,0.49,0.38,0.71,-0.19999999999999996,0.37,0.30,0.56,0.43,0.69,-0.25,0.26999999999999996,0.75,0.85,0.14,0.22,-0.06999999999999998,0.10999999999999999
